FID,OBJECTID_1,OBJECTID,X_Point,Y_Point,X_Anchor,Y_Anchor,X"_Anchor,Y"_Anchor,X_XAnchor,Y_YAnchor,X_X"Anchor,Y_Y"Anchor
822,823,8475,723676.311600000020000,9298711.966199999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,119.257099999999990,-468.224600000000010,-392.648226000000020,262.564210000000000
823,824,8476,723676.311600000020000,9298711.966199999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,119.257099999999990,-468.224600000000010,-392.648226000000020,262.564210000000000
824,825,8477,723942.980899999970000,9298711.028000000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,385.926400000000000,-469.162799999000010,-125.978926000000000,261.626010001000000
825,826,8478,723942.980899999970000,9298711.028000000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,385.926400000000000,-469.162799999000010,-125.978926000000000,261.626010001000000
826,827,8479,724062.350699999950000,9298710.632700000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,505.296200000000000,-469.558100000000020,-6.609126000080000,261.230709999999990
827,828,8480,724062.350699999950000,9298710.632700000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,505.296200000000000,-469.558100000000020,-6.609126000080000,261.230709999999990
828,829,8487,723937.612700000060000,9298711.813600000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,380.558200000000000,-468.377200000000020,-131.347126000000000,262.411610000000000
829,830,8488,723937.612700000060000,9298711.813600000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,380.558200000000000,-468.377200000000020,-131.347126000000000,262.411610000000000
830,831,8491,723729.531599999990000,9298712.929300000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,172.477100000000010,-467.261499999000020,-339.428226000000000,263.527310000999990
831,832,8492,723729.531599999990000,9298712.929300000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,172.477100000000010,-467.261499999000020,-339.428226000000000,263.527310000999990
832,833,8493,724055.596900000000000,9298711.671099999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,498.542399999999990,-468.519700000000000,-13.362926000000000,262.269110000000010
833,834,8494,724055.596900000000000,9298711.671099999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,498.542399999999990,-468.519700000000000,-13.362926000000000,262.269110000000010
834,835,8501,723932.576000000000000,9298712.548100000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,375.521500000000000,-467.642699999999990,-136.383826000000000,263.146110000000020
835,836,8502,723932.576000000000000,9298712.548100000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,375.521500000000000,-467.642699999999990,-136.383826000000000,263.146110000000020
836,837,8507,724049.819800000060000,9298712.514499999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,492.765300000000020,-467.676300000000030,-19.140025999999999,263.112509999000000
837,838,8508,724049.819800000060000,9298712.514499999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,492.765300000000020,-467.676300000000030,-19.140025999999999,263.112509999000000
838,839,8511,723927.242399999990000,9298713.318299999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,370.187900000000010,-466.872500000999990,-141.717425999999990,263.916309999000020
839,840,8512,723927.242399999990000,9298713.318299999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,370.187900000000010,-466.872500000999990,-141.717425999999990,263.916309999000020
840,841,8517,724044.197799999970000,9298713.396600000600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,487.143300000000010,-466.794199999000000,-24.762026000100001,263.994610000000020
841,842,8518,724044.197799999970000,9298713.396600000600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,487.143300000000010,-466.794199999000000,-24.762026000100001,263.994610000000020
842,843,8523,723920.978499999970000,9298714.242399999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,363.923999999999980,-465.948399999999990,-147.981326000000000,264.840410000000020
843,844,8524,723920.978499999970000,9298714.242399999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,363.923999999999980,-465.948399999999990,-147.981326000000000,264.840410000000020
844,845,8531,724038.243699999990000,9298714.266400000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,481.189200000000030,-465.924399999999990,-30.716125999999999,264.864410000000020
845,846,8532,724038.243699999990000,9298714.266400000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,481.189200000000030,-465.924399999999990,-30.716125999999999,264.864410000000020
846,847,8541,723914.516599999970000,9298715.147800000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,357.462100000000020,-465.043000000000010,-154.443226000000010,265.745810000000010
847,848,8542,723914.516599999970000,9298715.147800000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,357.462100000000020,-465.043000000000010,-154.443226000000010,265.745810000000010
848,849,8555,724031.752100000040000,9298715.293600000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,474.697600000000020,-464.897200000000000,-37.207726000000001,265.891610000000010
849,850,8556,724031.752100000040000,9298715.293600000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,474.697600000000020,-464.897200000000000,-37.207726000000001,265.891610000000010
850,851,8557,723908.415299999990000,9298716.035900000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,351.360799999999980,-464.154899999000010,-160.544525999999990,266.633910000000010
851,852,8558,723908.415299999990000,9298716.035900000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,351.360799999999980,-464.154899999000010,-160.544525999999990,266.633910000000010
852,853,8569,724025.034300000060000,9298716.294199999400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,467.979800000000010,-463.896600001000020,-43.925525999999998,266.892209998999990
853,854,8570,724025.034300000060000,9298716.294199999400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,467.979800000000010,-463.896600001000020,-43.925525999999998,266.892209998999990
854,855,8571,723903.001099999990000,9298716.844499999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,345.946599999999990,-463.346299999999990,-165.958726000000010,267.442509998999980
855,856,8572,723903.001099999990000,9298716.844499999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,345.946599999999990,-463.346299999999990,-165.958726000000010,267.442509998999980
856,857,8585,724018.962999999990000,9298717.262700000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,461.908500000000000,-462.928099998999980,-49.996825999999999,267.860710000999970
857,858,8586,724018.962999999990000,9298717.262700000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,461.908500000000000,-462.928099998999980,-49.996825999999999,267.860710000999970
858,859,8593,724013.210700000050000,9298718.139000000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,456.156200000000010,-462.051800000000010,-55.749125999999997,268.737010000000000
859,860,8594,724013.210700000050000,9298718.139000000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,456.156200000000010,-462.051800000000010,-55.749125999999997,268.737010000000000
860,861,8605,723899.106600000060000,9298719.469900000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,342.052100000000000,-460.720899998999980,-169.853226000000010,270.067910000999970
861,862,8606,723899.106600000060000,9298719.469900000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,342.052100000000000,-460.720899998999980,-169.853226000000010,270.067910000999970
862,863,8607,724005.918799999980000,9298719.240000000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,448.864300000000010,-460.950800000000020,-63.041026000000002,269.838010000000000
863,864,8608,724005.918799999980000,9298719.240000000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,448.864300000000010,-460.950800000000020,-63.041026000000002,269.838010000000000
864,865,8609,723835.471900000000000,9298720.088199999200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,278.417399999999990,-460.102600000999980,-233.487925999999990,270.686209999000030
865,866,8610,723835.471900000000000,9298720.088199999200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,278.417399999999990,-460.102600000999980,-233.487925999999990,270.686209999000030
866,867,8631,723998.991900000020000,9298720.306199999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,441.937400000000030,-459.884599999999980,-69.967926000000006,270.904209998999990
867,868,8632,723998.991900000020000,9298720.306199999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,441.937400000000030,-459.884599999999980,-69.967926000000006,270.904209998999990
868,869,8649,723992.361599999950000,9298721.285100000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,435.307099999999990,-458.905700000000020,-76.598226000099999,271.883109999999990
869,870,8650,723992.361599999950000,9298721.285100000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,435.307099999999990,-458.905700000000020,-76.598226000099999,271.883109999999990
870,871,8657,724071.078400000000000,9298721.964199999300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,514.023900000000030,-458.226600001000010,2.118573999960000,272.562209999000000
871,872,8658,724071.078400000000000,9298721.964199999300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,514.023900000000030,-458.226600001000010,2.118573999960000,272.562209999000000
872,873,8673,724064.026799999990000,9298723.083000000600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,506.972300000000020,-457.107799999000010,-4.933026000040000,273.681010000000010
873,874,8674,724064.026799999990000,9298723.083000000600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,506.972300000000020,-457.107799999000010,-4.933026000040000,273.681010000000010
874,875,8675,723977.323899999960000,9298723.572200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,420.269400000000020,-456.618600000000010,-91.635926000100000,274.170210000000000
875,876,8676,723977.323899999960000,9298723.572200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,420.269400000000020,-456.618600000000010,-91.635926000100000,274.170210000000000
876,877,8687,723786.966000000010000,9298724.926300000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,229.911499999999990,-455.264500000000000,-281.993826000000010,275.524310000000010
877,878,8688,723786.966000000010000,9298724.926300000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,229.911499999999990,-455.264500000000000,-281.993826000000010,275.524310000000010
878,879,8691,724057.031500000040000,9298724.166099999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,499.976999999999980,-456.024700000999990,-11.928326000000000,274.764109999000030
879,880,8692,724057.031500000040000,9298724.166099999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,499.976999999999980,-456.024700000999990,-11.928326000000000,274.764109999000030
880,881,8695,723970.183100000020000,9298724.680500000700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,413.128600000000010,-455.510299998999980,-98.776725999999996,275.278510000999970
881,882,8696,723970.183100000020000,9298724.680500000700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,413.128600000000010,-455.510299998999980,-98.776725999999996,275.278510000999970
882,883,8699,723772.206000000010000,9298725.926000000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,215.151500000000000,-454.264799998999990,-296.753826000000000,276.524010001000020
883,884,8700,723772.206000000010000,9298725.926000000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,215.151500000000000,-454.264799998999990,-296.753826000000000,276.524010001000020
884,885,8701,724051.153799999970000,9298725.029699999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,494.099300000000030,-455.161099999999980,-17.806026000100001,275.627709999999980
885,886,8702,724051.153799999970000,9298725.029699999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,494.099300000000030,-455.161099999999980,-17.806026000100001,275.627709999999980
886,887,8703,723965.799200000010000,9298725.368699999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,408.744700000000020,-454.822099999999980,-103.160625999999990,275.966709998999990
887,888,8704,723965.799200000010000,9298725.368699999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,408.744700000000020,-454.822099999999980,-103.160625999999990,275.966709998999990
888,889,8705,723639.394100000030000,9298726.790100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,82.339600000100006,-453.400699998999980,-429.565725999999980,277.388110000999970
889,890,8706,723639.394100000030000,9298726.790100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,82.339600000100006,-453.400699998999980,-429.565725999999980,277.388110000999970
890,891,8707,723646.019300000040000,9298726.814500000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,88.964800000099999,-453.376300000000010,-422.940525999999980,277.412510000000000
891,892,8708,723646.019300000040000,9298726.814500000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,88.964800000099999,-453.376300000000010,-422.940525999999980,277.412510000000000
892,893,8711,723653.344700000020000,9298726.837400000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,96.290199999999999,-453.353399998999980,-415.615125999999980,277.435409999999990
893,894,8712,723653.344700000020000,9298726.837400000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,96.290199999999999,-453.353399998999980,-415.615125999999980,277.435409999999990
894,895,8715,723660.962999999990000,9298726.887000000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,103.908500000000000,-453.303800000000020,-407.996826000000000,277.485009999999990
895,896,8716,723660.962999999990000,9298726.887000000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,103.908500000000000,-453.303800000000020,-407.996826000000000,277.485009999999990
896,897,8719,723668.230199999990000,9298726.944700000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,111.175700000000010,-453.246099999000020,-400.729626000000000,277.542710000999990
897,898,8720,723668.230199999990000,9298726.944700000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,111.175700000000010,-453.246099999000020,-400.729626000000000,277.542710000999990
898,899,8723,723674.184499999970000,9298727.027400000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,117.130000000000000,-453.163400000000020,-394.775326000000010,277.625409999999990
899,900,8724,723674.184499999970000,9298727.027400000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,117.130000000000000,-453.163400000000020,-394.775326000000010,277.625409999999990
900,901,8727,723961.667099999960000,9298726.052100000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,404.612599999999990,-454.138699998999980,-107.292726000000000,276.650110000999970
901,902,8728,723961.667099999960000,9298726.052100000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,404.612599999999990,-454.138699998999980,-107.292726000000000,276.650110000999970
902,903,8731,724045.498000000020000,9298725.923599999400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,488.443499999999970,-454.267200000999990,-23.461825999999999,276.521609999000020
903,904,8732,724045.498000000020000,9298725.923599999400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,488.443499999999970,-454.267200000999990,-23.461825999999999,276.521609999000020
904,905,8737,723956.666500000050000,9298726.779500000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,399.612000000000020,-453.411299999999980,-112.293325999999990,277.377509999999970
905,906,8738,723956.666500000050000,9298726.779500000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,399.612000000000020,-453.411299999999980,-112.293325999999990,277.377509999999970
906,907,8747,724039.583699999960000,9298726.788499999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,482.529200000000000,-453.402300000000030,-29.376126000100001,277.386509999999990
907,908,8748,724039.583699999960000,9298726.788499999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,482.529200000000000,-453.402300000000030,-29.376126000100001,277.386509999999990
908,909,8755,723951.115899999980000,9298727.649900000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,394.061399999999990,-452.540899998999980,-117.843926000000000,278.247909999999990
909,910,8756,723951.115899999980000,9298727.649900000500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,394.061399999999990,-452.540899998999980,-117.843926000000000,278.247909999999990
910,911,8757,724033.163399999960000,9298727.814099999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,476.108900000000010,-452.376700001000020,-35.796426000099999,278.412109998999990
911,912,8758,724033.163399999960000,9298727.814099999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,476.108900000000010,-452.376700001000020,-35.796426000099999,278.412109998999990
912,913,8761,723945.571099999940000,9298728.504300000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,388.516599999999980,-451.686500000000020,-123.388726000000010,279.102309999999990
913,914,8762,723945.571099999940000,9298728.504300000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,388.516599999999980,-451.686500000000020,-123.388726000000010,279.102309999999990
914,915,8773,724026.518300000000000,9298728.805400000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,469.463799999999990,-451.385399999000010,-42.441526000000003,279.403410001000000
915,916,8774,724026.518300000000000,9298728.805400000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,469.463799999999990,-451.385399999000010,-42.441526000000003,279.403410001000000
916,917,8775,723940.325500000040000,9298729.331399999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,383.271000000000020,-450.859399999999990,-128.634325999999990,279.929409998999970
917,918,8776,723940.325500000040000,9298729.331399999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,383.271000000000020,-450.859399999999990,-128.634325999999990,279.929409998999970
918,919,8777,723857.053599999980000,9298729.845200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,299.999100000000000,-450.345599999999990,-211.906226000000000,280.443210000000020
919,920,8778,723857.053599999980000,9298729.845200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,299.999100000000000,-450.345599999999990,-211.906226000000000,280.443210000000020
920,921,8783,723752.243900000000000,9298730.329600000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,195.189400000000010,-449.861199999000010,-316.715926000000020,280.927610001000010
921,922,8784,723752.243900000000000,9298730.329600000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,195.189400000000010,-449.861199999000010,-316.715926000000020,280.927610001000010
922,923,8795,724020.504700000050000,9298729.775399999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,463.450200000000000,-450.415399999999980,-48.455126000000000,280.373409999999980
923,924,8796,724020.504700000050000,9298729.775399999700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,463.450200000000000,-450.415399999999980,-48.455126000000000,280.373409999999980
924,925,8797,723935.353600000030000,9298730.112900000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,378.299100000000010,-450.077900000000000,-133.606225999999990,280.710910000000010
925,926,8798,723935.353600000030000,9298730.112900000100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,378.299100000000010,-450.077900000000000,-133.606225999999990,280.710910000000010
926,927,8805,723930.068399999990000,9298730.938100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,373.013899999999980,-449.252699999000010,-138.891426000000000,281.536110001000000
927,928,8806,723930.068399999990000,9298730.938100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,373.013899999999980,-449.252699999000010,-138.891426000000000,281.536110001000000
928,929,8809,724014.704299999980000,9298730.663899999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,457.649800000000030,-449.526900001000000,-54.255526000099998,281.261909999000010
929,930,8810,724014.704299999980000,9298730.663899999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,457.649800000000030,-449.526900001000000,-54.255526000099998,281.261909999000010
930,931,8819,723836.902099999950000,9298731.931900000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,279.847600000000000,-448.258899999999980,-232.057726000000000,282.529909999999970
931,932,8820,723836.902099999950000,9298731.931900000200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,279.847600000000000,-448.258899999999980,-232.057726000000000,282.529909999999970
932,933,8827,723923.786700000060000,9298731.932000000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,366.732199999999980,-448.258800000000010,-145.173126000000000,282.530010000000000
933,934,8828,723923.786700000060000,9298731.932000000000000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,366.732199999999980,-448.258800000000010,-145.173126000000000,282.530010000000000
934,935,8831,724007.444299999970000,9298731.764000000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,450.389799999999980,-448.426800000000010,-61.515526000100003,282.362010000000000
935,936,8832,724007.444299999970000,9298731.764000000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,450.389799999999980,-448.426800000000010,-61.515526000100003,282.362010000000000
936,937,8843,723917.330599999990000,9298732.921499999200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,360.276099999999990,-447.269300000999980,-151.629225999999990,283.519509998999980
937,938,8844,723917.330599999990000,9298732.921499999200000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,360.276099999999990,-447.269300000999980,-151.629225999999990,283.519509998999980
938,939,8845,724000.595600000000000,9298732.824699999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,443.541099999999970,-447.366100000000020,-68.364226000000002,283.422710000000000
939,940,8846,724000.595600000000000,9298732.824699999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,443.541099999999970,-447.366100000000020,-68.364226000000002,283.422710000000000
940,941,8851,723911.307799999950000,9298733.866800000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,354.253300000000020,-446.323999999000020,-157.652026000000010,284.464810000999990
941,942,8852,723911.307799999950000,9298733.866800000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,354.253300000000020,-446.323999999000020,-157.652026000000010,284.464810000999990
942,943,8855,723994.173300000020000,9298733.767100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,437.118800000000020,-446.423699999000010,-74.786525999999995,284.365110001000010
943,944,8856,723994.173300000020000,9298733.767100000800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,437.118800000000020,-446.423699999000010,-74.786525999999995,284.365110001000010
944,945,8867,723742.299899999980000,9298735.272800000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,185.245399999999990,-444.918000000000010,-326.659925999999980,285.870810000000010
945,946,8868,723742.299899999980000,9298735.272800000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,185.245399999999990,-444.918000000000010,-326.659925999999980,285.870810000000010
946,947,8869,723905.876200000060000,9298734.731899999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,348.821700000000020,-445.458900001000020,-163.083626000000010,285.329909998999990
947,948,8870,723905.876200000060000,9298734.731899999100000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,348.821700000000020,-445.458900001000020,-163.083626000000010,285.329909998999990
948,949,8881,723653.598200000010000,9298736.260099999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,96.543700000000001,-443.930700000000000,-415.361626000000000,286.858109999000020
949,950,8882,723653.598200000010000,9298736.260099999600000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,96.543700000000001,-443.930700000000000,-415.361626000000000,286.858109999000020
950,951,8883,723660.994199999960000,9298736.237700000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,103.939700000000000,-443.953100000000010,-407.965625999999990,286.835710000000010
951,952,8884,723660.994199999960000,9298736.237700000400000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,103.939700000000000,-443.953100000000010,-407.965625999999990,286.835710000000010
952,953,8885,723668.153300000010000,9298736.239700000700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,111.098800000000000,-443.951099999000010,-400.806526000000020,286.837710001000000
953,954,8886,723668.153300000010000,9298736.239700000700000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,111.098800000000000,-443.951099999000010,-400.806526000000020,286.837710001000000
954,955,8887,723646.374900000050000,9298736.329500000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,89.320400000099994,-443.861299998999980,-422.584926000000000,286.927510000999970
955,956,8888,723646.374900000050000,9298736.329500000900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,89.320400000099994,-443.861299998999980,-422.584926000000000,286.927510000999970
956,957,8889,723639.641399999960000,9298736.380599999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,82.586900000000000,-443.810200000000010,-429.318425999999990,286.978610000000000
957,958,8890,723639.641399999960000,9298736.380599999800000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,82.586900000000000,-443.810200000000010,-429.318425999999990,286.978610000000000
958,959,8893,723674.364799999980000,9298736.311200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,117.310300000000000,-443.879599999999980,-394.595026000000020,286.909209999999970
959,960,8894,723674.364799999980000,9298736.311200000300000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,117.310300000000000,-443.879599999999980,-394.595026000000020,286.909209999999970
960,961,8895,723901.353899999990000,9298735.456199999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,344.299399999999990,-444.734600000000000,-167.605926000000010,286.054210000000010
961,962,8896,723901.353899999990000,9298735.456199999900000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,344.299399999999990,-444.734600000000000,-167.605926000000010,286.054210000000010
962,963,8905,723979.172099999970000,9298735.684499999500000,723557.054499999970000,9299180.190800000000000,724068.959826000030000,9298449.401990000200000,422.117599999999980,-444.506300000000010,-89.787726000099994,286.282509999000010
