FID,OBJECTID,X_Point,Y_Point,X_Anchor,Y_Anchor
483,6727,723994.2824,9298615.781,723557.0545,9299180.191
484,6728,723994.2824,9298615.781,723557.0545,9299180.191
485,6741,723988.2774,9298616.597,723557.0545,9299180.191
486,6742,723988.2774,9298616.597,723557.0545,9299180.191
487,6743,723910.2928,9298616.975,723557.0545,9299180.191
488,6744,723910.2928,9298616.975,723557.0545,9299180.191
489,6761,723982.7392,9298617.422,723557.0545,9299180.191
490,6762,723982.7392,9298617.422,723557.0545,9299180.191
491,6777,723976.5725,9298618.225,723557.0545,9299180.191
492,6778,723976.5725,9298618.225,723557.0545,9299180.191
493,6789,723970.6849,9298619.074,723557.0545,9299180.191
494,6790,723970.6849,9298619.074,723557.0545,9299180.191
495,6795,723688.7137,9298620.921,723557.0545,9299180.191
496,6796,723688.7137,9298620.921,723557.0545,9299180.191
497,6805,723965.0275,9298620.014,723557.0545,9299180.191
498,6806,723965.0275,9298620.014,723557.0545,9299180.191
499,6817,724068.3296,9298620.255,723557.0545,9299180.191
500,6818,724068.3296,9298620.255,723557.0545,9299180.191
501,6819,723959.3489,9298620.745,723557.0545,9299180.191
502,6820,723959.3489,9298620.745,723557.0545,9299180.191
503,6829,723953.5673,9298621.62,723557.0545,9299180.191
504,6830,723953.5673,9298621.62,723557.0545,9299180.191
505,6843,723946.9826,9298622.516,723557.0545,9299180.191
506,6844,723946.9826,9298622.516,723557.0545,9299180.191
507,6865,723940.7346,9298623.4,723557.0545,9299180.191
508,6866,723940.7346,9298623.4,723557.0545,9299180.191
509,6881,723935.1954,9298624.186,723557.0545,9299180.191
510,6882,723935.1954,9298624.186,723557.0545,9299180.191
511,6901,723928.7957,9298625.138,723557.0545,9299180.191
512,6902,723928.7957,9298625.138,723557.0545,9299180.191
513,6919,723922.5467,9298626.116,723557.0545,9299180.191
514,6920,723922.5467,9298626.116,723557.0545,9299180.191
515,6927,723917.4072,9298626.675,723557.0545,9299180.191
516,6928,723917.4072,9298626.675,723557.0545,9299180.191
517,6945,723912.0786,9298627.565,723557.0545,9299180.191
518,6946,723912.0786,9298627.565,723557.0545,9299180.191
519,6957,724010.2117,9298627.951,723557.0545,9299180.191
520,6958,724010.2117,9298627.951,723557.0545,9299180.191
521,6983,724002.1301,9298629.17,723557.0545,9299180.191
522,6984,724002.1301,9298629.17,723557.0545,9299180.191
523,7005,723560.3091,9298631.89,723557.0545,9299180.191
524,7006,723560.3091,9298631.89,723557.0545,9299180.191
525,7007,723996.249,9298630.249,723557.0545,9299180.191
526,7008,723996.249,9298630.249,723557.0545,9299180.191
527,7017,723990.3595,9298631.117,723557.0545,9299180.191
528,7018,723990.3595,9298631.117,723557.0545,9299180.191
529,7023,724069.3063,9298631.812,723557.0545,9299180.191
530,7024,724069.3063,9298631.812,723557.0545,9299180.191
531,7025,723982.0414,9298632.424,723557.0545,9299180.191
532,7026,723982.0414,9298632.424,723557.0545,9299180.191
533,7053,723640.0822,9298635.08,723557.0545,9299180.191
534,7054,723640.0822,9298635.08,723557.0545,9299180.191
535,7055,723973.532,9298633.788,723557.0545,9299180.191
536,7056,723973.532,9298633.788,723557.0545,9299180.191
537,7059,723692.8415,9298635.019,723557.0545,9299180.191
538,7060,723692.8415,9298635.019,723557.0545,9299180.191
539,7075,723966.8746,9298634.841,723557.0545,9299180.191
540,7076,723966.8746,9298634.841,723557.0545,9299180.191
541,7079,724028.5845,9298635.44,723557.0545,9299180.191
542,7080,724028.5845,9298635.44,723557.0545,9299180.191
543,7083,723960.53,9298635.832,723557.0545,9299180.191
544,7084,723960.53,9298635.832,723557.0545,9299180.191
545,7101,723955.1422,9298636.8,723557.0545,9299180.191
546,7102,723955.1422,9298636.8,723557.0545,9299180.191
547,7115,723950.2256,9298637.487,723557.0545,9299180.191
548,7116,723950.2256,9298637.487,723557.0545,9299180.191
549,7131,723945.224,9298638.327,723557.0545,9299180.191
550,7132,723945.224,9298638.327,723557.0545,9299180.191
551,7159,723937.5402,9298639.545,723557.0545,9299180.191
552,7160,723937.5402,9298639.545,723557.0545,9299180.191
553,7163,724011.5981,9298639.591,723557.0545,9299180.191
554,7164,724011.5981,9298639.591,723557.0545,9299180.191
555,7171,723929.6677,9298640.823,723557.0545,9299180.191
556,7172,723929.6677,9298640.823,723557.0545,9299180.191
557,7177,724003.593,9298640.749,723557.0545,9299180.191
558,7178,724003.593,9298640.749,723557.0545,9299180.191
559,7195,723683.4045,9298642.357,723557.0545,9299180.191
560,7196,723683.4045,9298642.357,723557.0545,9299180.191
561,7201,723924.0048,9298641.759,723557.0545,9299180.191
562,7202,723924.0048,9298641.759,723557.0545,9299180.191
563,7207,723997.6085,9298642.015,723557.0545,9299180.191
564,7208,723997.6085,9298642.015,723557.0545,9299180.191
565,7223,723916.8534,9298642.867,723557.0545,9299180.191
566,7224,723916.8534,9298642.867,723557.0545,9299180.191
567,7233,723991.3198,9298642.918,723557.0545,9299180.191
568,7234,723991.3198,9298642.918,723557.0545,9299180.191
569,7261,723983.127,9298644.229,723557.0545,9299180.191
570,7262,723983.127,9298644.229,723557.0545,9299180.191
571,7279,723974.7842,9298645.619,723557.0545,9299180.191
572,7280,723974.7842,9298645.619,723557.0545,9299180.191
573,7305,723968.2983,9298646.673,723557.0545,9299180.191
574,7306,723968.2983,9298646.673,723557.0545,9299180.191
575,7319,723962.2304,9298647.636,723557.0545,9299180.191
576,7320,723962.2304,9298647.636,723557.0545,9299180.191
577,7335,723956.8216,9298648.703,723557.0545,9299180.191
578,7336,723956.8216,9298648.703,723557.0545,9299180.191
579,7351,723951.811,9298649.375,723557.0545,9299180.191
580,7352,723951.811,9298649.375,723557.0545,9299180.191
581,7365,723660.3686,9298650.918,723557.0545,9299180.191
582,7366,723660.3686,9298650.918,723557.0545,9299180.191
583,7369,724067.2341,9298649.507,723557.0545,9299180.191
584,7370,724067.2341,9298649.507,723557.0545,9299180.191
585,7375,723946.9339,9298650.249,723557.0545,9299180.191
586,7376,723946.9339,9298650.249,723557.0545,9299180.191
587,7393,724060.5229,9298650.573,723557.0545,9299180.191
588,7394,724060.5229,9298650.573,723557.0545,9299180.191
589,7399,723939.3301,9298651.492,723557.0545,9299180.191
590,7400,723939.3301,9298651.492,723557.0545,9299180.191
591,7417,724052.9883,9298651.641,723557.0545,9299180.191
592,7418,724052.9883,9298651.641,723557.0545,9299180.191
593,7423,723931.4798,9298652.817,723557.0545,9299180.191
594,7424,723931.4798,9298652.817,723557.0545,9299180.191
595,7429,724045.5851,9298652.702,723557.0545,9299180.191
596,7430,724045.5851,9298652.702,723557.0545,9299180.191
597,7435,723925.6738,9298653.814,723557.0545,9299180.191
598,7436,723925.6738,9298653.814,723557.0545,9299180.191
599,7445,724037.7689,9298653.842,723557.0545,9299180.191
600,7446,724037.7689,9298653.842,723557.0545,9299180.191
601,7469,723918.4128,9298654.967,723557.0545,9299180.191
602,7470,723918.4128,9298654.967,723557.0545,9299180.191
603,7481,724030.0529,9298654.99,723557.0545,9299180.191
604,7482,724030.0529,9298654.99,723557.0545,9299180.191
605,7495,724023.1616,9298656.11,723557.0545,9299180.191
606,7496,724023.1616,9298656.11,723557.0545,9299180.191
607,7501,724016.4482,9298657.06,723557.0545,9299180.191
608,7502,724016.4482,9298657.06,723557.0545,9299180.191
609,7529,724009.2583,9298658.082,723557.0545,9299180.191
610,7530,724009.2583,9298658.082,723557.0545,9299180.191
611,7553,724001.6118,9298659.187,723557.0545,9299180.191
612,7554,724001.6118,9298659.187,723557.0545,9299180.191
613,7563,723995.8904,9298660.113,723557.0545,9299180.191
614,7564,723995.8904,9298660.113,723557.0545,9299180.191
615,7583,723990.9894,9298660.842,723557.0545,9299180.191
616,7584,723990.9894,9298660.842,723557.0545,9299180.191
617,7611,723985.6879,9298661.576,723557.0545,9299180.191
618,7612,723985.6879,9298661.576,723557.0545,9299180.191
619,7623,723980.4524,9298662.262,723557.0545,9299180.191
620,7624,723980.4524,9298662.262,723557.0545,9299180.191
621,7629,724068.9097,9298662.214,723557.0545,9299180.191
622,7630,724068.9097,9298662.214,723557.0545,9299180.191
623,7637,723974.2166,9298663.378,723557.0545,9299180.191
624,7638,723974.2166,9298663.378,723557.0545,9299180.191
625,7645,724062.0159,9298663.282,723557.0545,9299180.191
626,7646,724062.0159,9298663.282,723557.0545,9299180.191
627,7657,723967.1092,9298664.297,723557.0545,9299180.191
628,7658,723967.1092,9298664.297,723557.0545,9299180.191
629,7669,724054.217,9298664.368,723557.0545,9299180.191
630,7670,724054.217,9298664.368,723557.0545,9299180.191
631,7681,723960.4909,9298665.344,723557.0545,9299180.191
632,7682,723960.4909,9298665.344,723557.0545,9299180.191
633,7683,724046.8066,9298665.408,723557.0545,9299180.191
634,7684,724046.8066,9298665.408,723557.0545,9299180.191
635,7699,723954.2493,9298666.198,723557.0545,9299180.191
636,7700,723954.2493,9298666.198,723557.0545,9299180.191
637,7705,724039.2183,9298666.489,723557.0545,9299180.191
638,7706,724039.2183,9298666.489,723557.0545,9299180.191
639,7713,723948.1812,9298667.307,723557.0545,9299180.191
640,7714,723948.1812,9298667.307,723557.0545,9299180.191
641,7727,723778.911,9298668.393,723557.0545,9299180.191
642,7728,723778.911,9298668.393,723557.0545,9299180.191
643,7731,724031.7674,9298667.576,723557.0545,9299180.191
644,7732,724031.7674,9298667.576,723557.0545,9299180.191
645,7733,723942.0597,9298668.078,723557.0545,9299180.191
646,7734,723942.0597,9298668.078,723557.0545,9299180.191
647,7747,723936.9466,9298668.822,723557.0545,9299180.191
648,7748,723936.9466,9298668.822,723557.0545,9299180.191
649,7749,724024.7523,9298668.687,723557.0545,9299180.191
650,7750,724024.7523,9298668.687,723557.0545,9299180.191
651,7753,723929.9268,9298669.837,723557.0545,9299180.191
652,7754,723929.9268,9298669.837,723557.0545,9299180.191
653,7757,724017.7653,9298669.66,723557.0545,9299180.191
654,7758,724017.7653,9298669.66,723557.0545,9299180.191
655,7785,724010.6282,9298670.654,723557.0545,9299180.191
656,7786,724010.6282,9298670.654,723557.0545,9299180.191
657,7799,723918.9738,9298671.916,723557.0545,9299180.191
658,7800,723918.9738,9298671.916,723557.0545,9299180.191
659,7805,724003.2483,9298671.696,723557.0545,9299180.191
660,7806,724003.2483,9298671.696,723557.0545,9299180.191
661,7811,723997.6418,9298672.586,723557.0545,9299180.191
662,7812,723997.6418,9298672.586,723557.0545,9299180.191
663,7835,723992.6313,9298673.314,723557.0545,9299180.191
664,7836,723992.6313,9298673.314,723557.0545,9299180.191
665,7859,723987.3385,9298674.034,723557.0545,9299180.191
666,7860,723987.3385,9298674.034,723557.0545,9299180.191
667,7865,723982.4288,9298674.651,723557.0545,9299180.191
668,7866,723982.4288,9298674.651,723557.0545,9299180.191
669,7881,723976.1914,9298675.743,723557.0545,9299180.191
670,7882,723976.1914,9298675.743,723557.0545,9299180.191
671,7891,723969.0004,9298676.663,723557.0545,9299180.191
672,7892,723969.0004,9298676.663,723557.0545,9299180.191
673,7917,723962.5414,9298677.664,723557.0545,9299180.191
674,7918,723962.5414,9298677.664,723557.0545,9299180.191
675,7929,723956.4494,9298678.48,723557.0545,9299180.191
676,7930,723956.4494,9298678.48,723557.0545,9299180.191
677,7951,723950.1238,9298679.576,723557.0545,9299180.191
678,7952,723950.1238,9298679.576,723557.0545,9299180.191
679,7965,723943.5629,9298680.419,723557.0545,9299180.191
680,7966,723943.5629,9298680.419,723557.0545,9299180.191
681,7969,723688.6548,9298681.723,723557.0545,9299180.191
682,7970,723688.6548,9298681.723,723557.0545,9299180.191
683,7977,723938.4408,9298681.15,723557.0545,9299180.191
684,7978,723938.4408,9298681.15,723557.0545,9299180.191
685,7979,724065.021,9298680.837,723557.0545,9299180.191
686,7980,724065.021,9298680.837,723557.0545,9299180.191
687,7989,723931.575,9298682.123,723557.0545,9299180.191
688,7990,723931.575,9298682.123,723557.0545,9299180.191
689,7993,724058.4666,9298681.846,723557.0545,9299180.191
690,7994,724058.4666,9298681.846,723557.0545,9299180.191
691,7995,723756.4617,9298683.228,723557.0545,9299180.191
692,7996,723756.4617,9298683.228,723557.0545,9299180.191
693,8009,724052.2745,9298682.776,723557.0545,9299180.191
694,8010,724052.2745,9298682.776,723557.0545,9299180.191
695,8015,724046.7309,9298683.573,723557.0545,9299180.191
696,8016,724046.7309,9298683.573,723557.0545,9299180.191
697,8019,723918.4379,9298684.323,723557.0545,9299180.191
698,8020,723918.4379,9298684.323,723557.0545,9299180.191
699,8031,724041.1859,9298684.42,723557.0545,9299180.191
700,8032,724041.1859,9298684.42,723557.0545,9299180.191
701,8045,724035.1395,9298685.297,723557.0545,9299180.191
702,8046,724035.1395,9298685.297,723557.0545,9299180.191
703,8051,723776.731,9298686.408,723557.0545,9299180.191
704,8052,723776.731,9298686.408,723557.0545,9299180.191
705,8061,724028.4808,9298686.318,723557.0545,9299180.191
706,8062,724028.4808,9298686.318,723557.0545,9299180.191
707,8077,724021.5943,9298687.331,723557.0545,9299180.191
708,8078,724021.5943,9298687.331,723557.0545,9299180.191
709,8093,724015.3894,9298688.288,723557.0545,9299180.191
710,8094,724015.3894,9298688.288,723557.0545,9299180.191
711,8105,724009.7467,9298689.13,723557.0545,9299180.191
712,8106,724009.7467,9298689.13,723557.0545,9299180.191
713,8117,723759.6284,9298691.107,723557.0545,9299180.191
714,8118,723759.6284,9298691.107,723557.0545,9299180.191
715,8119,724002.3764,9298690.224,723557.0545,9299180.191
716,8120,724002.3764,9298690.224,723557.0545,9299180.191
717,8131,723995.2719,9298691.293,723557.0545,9299180.191
718,8132,723995.2719,9298691.293,723557.0545,9299180.191
719,8149,723987.4974,9298692.423,723557.0545,9299180.191
720,8150,723987.4974,9298692.423,723557.0545,9299180.191
721,8151,724066.6977,9298692.257,723557.0545,9299180.191
722,8152,724066.6977,9298692.257,723557.0545,9299180.191
723,8155,723972.7212,9298692.85,723557.0545,9299180.191
724,8156,723972.7212,9298692.85,723557.0545,9299180.191
725,8167,724060.0034,9298693.296,723557.0545,9299180.191
726,8168,724060.0034,9298693.296,723557.0545,9299180.191
727,8171,723777.6993,9298694.556,723557.0545,9299180.191
728,8172,723777.6993,9298694.556,723557.0545,9299180.191
729,8177,723965.5306,9298693.928,723557.0545,9299180.191
730,8178,723965.5306,9298693.928,723557.0545,9299180.191
731,8189,724053.5907,9298694.265,723557.0545,9299180.191
732,8190,724053.5907,9298694.265,723557.0545,9299180.191
733,8191,723961.1687,9298694.649,723557.0545,9299180.191
734,8192,723961.1687,9298694.649,723557.0545,9299180.191
735,8195,723719.9824,9298695.883,723557.0545,9299180.191
736,8196,723719.9824,9298695.883,723557.0545,9299180.191
737,8201,723957.2891,9298695.337,723557.0545,9299180.191
738,8202,723957.2891,9298695.337,723557.0545,9299180.191
739,8203,724047.9527,9298695.068,723557.0545,9299180.191
740,8204,724047.9527,9298695.068,723557.0545,9299180.191
741,8215,723952.4448,9298696.065,723557.0545,9299180.191
742,8216,723952.4448,9298696.065,723557.0545,9299180.191
743,8217,724042.3774,9298695.927,723557.0545,9299180.191
744,8218,724042.3774,9298695.927,723557.0545,9299180.191
745,8221,723946.773,9298697.002,723557.0545,9299180.191
746,8222,723946.773,9298697.002,723557.0545,9299180.191
747,8227,724036.3639,9298696.787,723557.0545,9299180.191
748,8228,724036.3639,9298696.787,723557.0545,9299180.191
749,8237,723760.8674,9298698.458,723557.0545,9299180.191
750,8238,723760.8674,9298698.458,723557.0545,9299180.191
751,8243,723941.0524,9298697.932,723557.0545,9299180.191
752,8244,723941.0524,9298697.932,723557.0545,9299180.191
753,8249,724029.7713,9298697.81,723557.0545,9299180.191
754,8250,724029.7713,9298697.81,723557.0545,9299180.191
755,8253,723935.6112,9298698.835,723557.0545,9299180.191
756,8254,723935.6112,9298698.835,723557.0545,9299180.191
757,8263,724022.9492,9298698.804,723557.0545,9299180.191
758,8264,724022.9492,9298698.804,723557.0545,9299180.191
759,8271,723637.3538,9298700.588,723557.0545,9299180.191
760,8272,723637.3538,9298700.588,723557.0545,9299180.191
761,8275,723645.0762,9298700.642,723557.0545,9299180.191
762,8276,723645.0762,9298700.642,723557.0545,9299180.191
763,8279,723930.5497,9298699.673,723557.0545,9299180.191
764,8280,723930.5497,9298699.673,723557.0545,9299180.191
765,8281,723652.6777,9298700.777,723557.0545,9299180.191
766,8282,723652.6777,9298700.777,723557.0545,9299180.191
767,8285,723660.9187,9298700.965,723557.0545,9299180.191
768,8286,723660.9187,9298700.965,723557.0545,9299180.191
769,8289,724016.8009,9298699.768,723557.0545,9299180.191
770,8290,724016.8009,9298699.768,723557.0545,9299180.191
771,8291,723668.4733,9298701.156,723557.0545,9299180.191
772,8292,723668.4733,9298701.156,723557.0545,9299180.191
773,8295,723676.3849,9298701.332,723557.0545,9299180.191
774,8296,723676.3849,9298701.332,723557.0545,9299180.191
775,8299,723925.2051,9298700.552,723557.0545,9299180.191
776,8300,723925.2051,9298700.552,723557.0545,9299180.191
777,8309,724011.1126,9298700.617,723557.0545,9299180.191
778,8310,724011.1126,9298700.617,723557.0545,9299180.191
779,8321,723784.5299,9298702.055,723557.0545,9299180.191
780,8322,723784.5299,9298702.055,723557.0545,9299180.191
781,8323,723918.9872,9298701.587,723557.0545,9299180.191
782,8324,723918.9872,9298701.587,723557.0545,9299180.191
783,8331,724003.7659,9298701.702,723557.0545,9299180.191
784,8332,724003.7659,9298701.702,723557.0545,9299180.191
785,8345,723912.5471,9298702.627,723557.0545,9299180.191
786,8346,723912.5471,9298702.627,723557.0545,9299180.191
787,8351,723996.7378,9298702.762,723557.0545,9299180.191
788,8352,723996.7378,9298702.762,723557.0545,9299180.191
789,8357,723906.4201,9298703.64,723557.0545,9299180.191
790,8358,723906.4201,9298703.64,723557.0545,9299180.191
791,8363,723989.3191,9298703.699,723557.0545,9299180.191
792,8364,723989.3191,9298703.699,723557.0545,9299180.191
793,8375,723760.8616,9298706.307,723557.0545,9299180.191
794,8376,723760.8616,9298706.307,723557.0545,9299180.191
795,8377,723901.8331,9298705.823,723557.0545,9299180.191
796,8378,723901.8331,9298705.823,723557.0545,9299180.191
797,8393,723975.2038,9298706.501,723557.0545,9299180.191
798,8394,723975.2038,9298706.501,723557.0545,9299180.191
799,8409,723967.5803,9298707.502,723557.0545,9299180.191
800,8410,723967.5803,9298707.502,723557.0545,9299180.191
801,8415,723963.1993,9298708.14,723557.0545,9299180.191
802,8416,723963.1993,9298708.14,723557.0545,9299180.191
803,8433,723959.202,9298708.774,723557.0545,9299180.191
804,8434,723959.202,9298708.774,723557.0545,9299180.191
805,8441,723954.2723,9298709.409,723557.0545,9299180.191
806,8442,723954.2723,9298709.409,723557.0545,9299180.191
807,8445,723899.4912,9298709.809,723557.0545,9299180.191
808,8446,723899.4912,9298709.809,723557.0545,9299180.191
809,8447,723637.1998,9298710.996,723557.0545,9299180.191
810,8448,723637.1998,9298710.996,723557.0545,9299180.191
811,8453,723645.4731,9298711.134,723557.0545,9299180.191
812,8454,723645.4731,9298711.134,723557.0545,9299180.191
813,8455,724069.2506,9298709.544,723557.0545,9299180.191
814,8456,724069.2506,9298709.544,723557.0545,9299180.191
815,8457,723652.967,9298711.302,723557.0545,9299180.191
816,8458,723652.967,9298711.302,723557.0545,9299180.191
817,8459,723948.6413,9298710.227,723557.0545,9299180.191
818,8460,723948.6413,9298710.227,723557.0545,9299180.191
819,8463,723660.9601,9298711.523,723557.0545,9299180.191
820,8464,723660.9601,9298711.523,723557.0545,9299180.191
821,8465,723668.3885,9298711.752,723557.0545,9299180.191
822,8466,723668.3885,9298711.752,723557.0545,9299180.191
823,8475,723676.3116,9298711.966,723557.0545,9299180.191
824,8476,723676.3116,9298711.966,723557.0545,9299180.191
825,8477,723942.9809,9298711.028,723557.0545,9299180.191
826,8478,723942.9809,9298711.028,723557.0545,9299180.191
827,8479,724062.3507,9298710.633,723557.0545,9299180.191
828,8480,724062.3507,9298710.633,723557.0545,9299180.191
829,8487,723937.6127,9298711.814,723557.0545,9299180.191
830,8488,723937.6127,9298711.814,723557.0545,9299180.191
831,8491,723729.5316,9298712.929,723557.0545,9299180.191
832,8492,723729.5316,9298712.929,723557.0545,9299180.191
833,8493,724055.5969,9298711.671,723557.0545,9299180.191
834,8494,724055.5969,9298711.671,723557.0545,9299180.191
835,8501,723932.576,9298712.548,723557.0545,9299180.191
836,8502,723932.576,9298712.548,723557.0545,9299180.191
837,8507,724049.8198,9298712.514,723557.0545,9299180.191
838,8508,724049.8198,9298712.514,723557.0545,9299180.191
839,8511,723927.2424,9298713.318,723557.0545,9299180.191
840,8512,723927.2424,9298713.318,723557.0545,9299180.191
841,8517,724044.1978,9298713.397,723557.0545,9299180.191
842,8518,724044.1978,9298713.397,723557.0545,9299180.191
843,8523,723920.9785,9298714.242,723557.0545,9299180.191
844,8524,723920.9785,9298714.242,723557.0545,9299180.191
845,8531,724038.2437,9298714.266,723557.0545,9299180.191
846,8532,724038.2437,9298714.266,723557.0545,9299180.191
847,8541,723914.5166,9298715.148,723557.0545,9299180.191
848,8542,723914.5166,9298715.148,723557.0545,9299180.191
849,8555,724031.7521,9298715.294,723557.0545,9299180.191
850,8556,724031.7521,9298715.294,723557.0545,9299180.191
851,8557,723908.4153,9298716.036,723557.0545,9299180.191
852,8558,723908.4153,9298716.036,723557.0545,9299180.191
853,8569,724025.0343,9298716.294,723557.0545,9299180.191
854,8570,724025.0343,9298716.294,723557.0545,9299180.191
855,8571,723903.0011,9298716.844,723557.0545,9299180.191
856,8572,723903.0011,9298716.844,723557.0545,9299180.191
857,8585,724018.963,9298717.263,723557.0545,9299180.191
858,8586,724018.963,9298717.263,723557.0545,9299180.191
859,8593,724013.2107,9298718.139,723557.0545,9299180.191
860,8594,724013.2107,9298718.139,723557.0545,9299180.191
861,8605,723899.1066,9298719.47,723557.0545,9299180.191
862,8606,723899.1066,9298719.47,723557.0545,9299180.191
863,8607,724005.9188,9298719.24,723557.0545,9299180.191
864,8608,724005.9188,9298719.24,723557.0545,9299180.191
865,8609,723835.4719,9298720.088,723557.0545,9299180.191
866,8610,723835.4719,9298720.088,723557.0545,9299180.191
867,8631,723998.9919,9298720.306,723557.0545,9299180.191
868,8632,723998.9919,9298720.306,723557.0545,9299180.191
869,8649,723992.3616,9298721.285,723557.0545,9299180.191
870,8650,723992.3616,9298721.285,723557.0545,9299180.191
871,8657,724071.0784,9298721.964,723557.0545,9299180.191
872,8658,724071.0784,9298721.964,723557.0545,9299180.191
873,8673,724064.0268,9298723.083,723557.0545,9299180.191
874,8674,724064.0268,9298723.083,723557.0545,9299180.191
875,8675,723977.3239,9298723.572,723557.0545,9299180.191
876,8676,723977.3239,9298723.572,723557.0545,9299180.191
877,8687,723786.966,9298724.926,723557.0545,9299180.191
878,8688,723786.966,9298724.926,723557.0545,9299180.191
879,8691,724057.0315,9298724.166,723557.0545,9299180.191
880,8692,724057.0315,9298724.166,723557.0545,9299180.191
881,8695,723970.1831,9298724.681,723557.0545,9299180.191
882,8696,723970.1831,9298724.681,723557.0545,9299180.191
883,8699,723772.206,9298725.926,723557.0545,9299180.191
884,8700,723772.206,9298725.926,723557.0545,9299180.191
885,8701,724051.1538,9298725.03,723557.0545,9299180.191
886,8702,724051.1538,9298725.03,723557.0545,9299180.191
887,8703,723965.7992,9298725.369,723557.0545,9299180.191
888,8704,723965.7992,9298725.369,723557.0545,9299180.191
889,8705,723639.3941,9298726.79,723557.0545,9299180.191
890,8706,723639.3941,9298726.79,723557.0545,9299180.191
891,8707,723646.0193,9298726.815,723557.0545,9299180.191
892,8708,723646.0193,9298726.815,723557.0545,9299180.191
893,8711,723653.3447,9298726.837,723557.0545,9299180.191
894,8712,723653.3447,9298726.837,723557.0545,9299180.191
895,8715,723660.963,9298726.887,723557.0545,9299180.191
896,8716,723660.963,9298726.887,723557.0545,9299180.191
897,8719,723668.2302,9298726.945,723557.0545,9299180.191
898,8720,723668.2302,9298726.945,723557.0545,9299180.191
899,8723,723674.1845,9298727.027,723557.0545,9299180.191
900,8724,723674.1845,9298727.027,723557.0545,9299180.191
901,8727,723961.6671,9298726.052,723557.0545,9299180.191
902,8728,723961.6671,9298726.052,723557.0545,9299180.191
903,8731,724045.498,9298725.924,723557.0545,9299180.191
904,8732,724045.498,9298725.924,723557.0545,9299180.191
905,8737,723956.6665,9298726.78,723557.0545,9299180.191
906,8738,723956.6665,9298726.78,723557.0545,9299180.191
907,8747,724039.5837,9298726.788,723557.0545,9299180.191
908,8748,724039.5837,9298726.788,723557.0545,9299180.191
909,8755,723951.1159,9298727.65,723557.0545,9299180.191
910,8756,723951.1159,9298727.65,723557.0545,9299180.191
911,8757,724033.1634,9298727.814,723557.0545,9299180.191
912,8758,724033.1634,9298727.814,723557.0545,9299180.191
913,8761,723945.5711,9298728.504,723557.0545,9299180.191
914,8762,723945.5711,9298728.504,723557.0545,9299180.191
915,8773,724026.5183,9298728.805,723557.0545,9299180.191
916,8774,724026.5183,9298728.805,723557.0545,9299180.191
917,8775,723940.3255,9298729.331,723557.0545,9299180.191
918,8776,723940.3255,9298729.331,723557.0545,9299180.191
919,8777,723857.0536,9298729.845,723557.0545,9299180.191
920,8778,723857.0536,9298729.845,723557.0545,9299180.191
921,8783,723752.2439,9298730.33,723557.0545,9299180.191
922,8784,723752.2439,9298730.33,723557.0545,9299180.191
923,8795,724020.5047,9298729.775,723557.0545,9299180.191
924,8796,724020.5047,9298729.775,723557.0545,9299180.191
925,8797,723935.3536,9298730.113,723557.0545,9299180.191
926,8798,723935.3536,9298730.113,723557.0545,9299180.191
927,8805,723930.0684,9298730.938,723557.0545,9299180.191
928,8806,723930.0684,9298730.938,723557.0545,9299180.191
929,8809,724014.7043,9298730.664,723557.0545,9299180.191
930,8810,724014.7043,9298730.664,723557.0545,9299180.191
931,8819,723836.9021,9298731.932,723557.0545,9299180.191
932,8820,723836.9021,9298731.932,723557.0545,9299180.191
933,8827,723923.7867,9298731.932,723557.0545,9299180.191
934,8828,723923.7867,9298731.932,723557.0545,9299180.191
935,8831,724007.4443,9298731.764,723557.0545,9299180.191
936,8832,724007.4443,9298731.764,723557.0545,9299180.191
937,8843,723917.3306,9298732.921,723557.0545,9299180.191
938,8844,723917.3306,9298732.921,723557.0545,9299180.191
939,8845,724000.5956,9298732.825,723557.0545,9299180.191
940,8846,724000.5956,9298732.825,723557.0545,9299180.191
941,8851,723911.3078,9298733.867,723557.0545,9299180.191
942,8852,723911.3078,9298733.867,723557.0545,9299180.191
943,8855,723994.1733,9298733.767,723557.0545,9299180.191
944,8856,723994.1733,9298733.767,723557.0545,9299180.191
945,8867,723742.2999,9298735.273,723557.0545,9299180.191
946,8868,723742.2999,9298735.273,723557.0545,9299180.191
947,8869,723905.8762,9298734.732,723557.0545,9299180.191
948,8870,723905.8762,9298734.732,723557.0545,9299180.191
949,8881,723653.5982,9298736.26,723557.0545,9299180.191
950,8882,723653.5982,9298736.26,723557.0545,9299180.191
951,8883,723660.9942,9298736.238,723557.0545,9299180.191
952,8884,723660.9942,9298736.238,723557.0545,9299180.191
953,8885,723668.1533,9298736.24,723557.0545,9299180.191
954,8886,723668.1533,9298736.24,723557.0545,9299180.191
955,8887,723646.3749,9298736.33,723557.0545,9299180.191
956,8888,723646.3749,9298736.33,723557.0545,9299180.191
957,8889,723639.6414,9298736.381,723557.0545,9299180.191
958,8890,723639.6414,9298736.381,723557.0545,9299180.191
959,8893,723674.3648,9298736.311,723557.0545,9299180.191
960,8894,723674.3648,9298736.311,723557.0545,9299180.191
961,8895,723901.3539,9298735.456,723557.0545,9299180.191
962,8896,723901.3539,9298735.456,723557.0545,9299180.191
963,8905,723979.1721,9298735.684,723557.0545,9299180.191
964,8906,723979.1721,9298735.684,723557.0545,9299180.191
